Automobile ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Weight Class ID,Category ID,Model,Model Year,City Range,Highway Range,City Fuel Economy,City Fuel Economy Units,Highway Fuel Economy,Highway Fuel Economy Units,City Gas Fuel Economy,Highway Gas Fuel Economy,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine Description,Battery Type,Battery Voltage Amps,110v Charge Time,220v Charge Time,Warranty Info,Ordering Info,Description,Comments,Manufacturer,Manufacturer URL,Fuel Code,Fuel,Category,Fuel Configuration Name
11123,11,5,377,"",27,A4 quattro,2014,"","",14.0,mpg,20.0,mpg,20.0,29.0,Auto,"",2.0L,4,2.0L I4,"","","","","","","","",Audi,http://progress.audiusa.com/,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11122,11,5,377,"",27,A5 Cabriolet quattro,2014,"","",14.0,mpg,20.0,mpg,20.0,29.0,Auto,"",2.0L,4,2.0L I4,"","","","","","","","",Audi,http://progress.audiusa.com/,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11121,11,5,377,"",27,A5  quattro,2014,"","",14.0,mpg,20.0,mpg,20.0,29.0,Auto,"",2.0L,4,2.0L I4,"","","","","","","","",Audi,http://progress.audiusa.com/,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11119,11,5,377,"",27,Allroad quattro,2014,"","",14.0,mpg,18.0,mpg,20.0,27.0,Auto,"",2.0L,4,2.0L I4,"","","","","","","","",Audi,http://progress.audiusa.com/,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11120,11,5,377,"",29,Q5 AWD,2014,"","",14.0,mpg,19.0,mpg,20.0,28.0,Auto,"",2.0L,4,2.0L I4,"","","","","","","","",Audi,http://progress.audiusa.com/,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11212,45,9,377,"",29,"Q5 Hybrid, AWD",2014,"","","",NULL,"",NULL,24.0,30.0,Auto,"",2.0L,4,2.0L I4,"","","","","","","","",Audi,http://progress.audiusa.com/,HYBR,Hybrid Electric,SUV,Hybrid Electric
11124,11,5,355,"",27,Continental Flying Spur,2014,"","",9.0,mpg,15.0,mpg,12.0,20.0,Auto,"",6.0L,12,6.0L V12,"","","","","","","","",Bentley Motors,http://www.bentleymotors.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11126,11,5,355,"",27,Continental GT,2014,"","",9.0,mpg,15.0,mpg,12.0,21.0,Auto,"",6.0L,12,6.0L V12,"","","","","","","","",Bentley Motors,http://www.bentleymotors.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11125,11,5,355,"",27,Continental GTC,2014,"","",9.0,mpg,15.0,mpg,12.0,20.0,Auto,"",6.0L,12,6.0L V12,"","","","","","","","",Bentley Motors,http://www.bentleymotors.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11127,11,5,355,"",27,Continental Supersports,2014,"","",9.0,mpg,15.0,mpg,12.0,20.0,Auto,"",6.0L,12,6.0L V12,"","","","","","","","",Bentley Motors,http://www.bentleymotors.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11214,45,9,211,"",27,ActiveHybrid 3,2014,"","","",NULL,"",NULL,25.0,33.0,Auto,"",3.0L,6,3.0L I6,"","","","","","","","",BMW,www.bmwusa.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11215,45,9,211,"",27,ActiveHybrid 5,2014,"","","",NULL,"",NULL,23.0,30.0,Auto,"",3.0L,6,3.0L I6,"","","","","","","","",BMW,www.bmwusa.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11213,45,9,211,"",27,ActiveHybrid 7,2014,"","","",NULL,"",NULL,22.0,30.0,Auto,"",3.0L,6,3.0L I6,"","","","","","","","",BMW,www.bmwusa.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11260,41,1,211,"",27,i3,2014,"","","",NULL,"",NULL,"","",Auto,"",125,"",125 kW electric motor,"",21 kWh,"","","","","","",BMW,www.bmwusa.com,ELEC,Electric,Sedan/Wagon,Dedicated
11274,57,9,211,"",27,i3 w/Range Extender,2014,"","","",NULL,"",NULL,"","",Auto,"",0.6L,"","0.6L I2, 125kW electric motor","","","","","","","","",BMW,www.bmwusa.com,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,Hybrid Electric
11273,57,9,211,"",27,i8 Plug-in Hybrid,2014,"","","",NULL,"",NULL,"","",Auto,"",1.5L,"","1.5L I3, 96kW electric motor","","","","","","","","",BMW,www.bmwusa.com,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,Hybrid Electric
11129,11,5,235,"",27,"LaCrosse, FWD/AWD",2014,"","",14.0,mpg,20.0,mpg,18.0,28.0,Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Buick,http://www.buick.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11132,11,5,231,"",27,"ATS, RWD/AWD",2014,"","","",NULL,"",NULL,"","",Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Cadillac,http://www.cadillac.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11275,57,9,231,"",27,ELR,2014,"","","",NULL,"",NULL,"","",Auto,"",1.4L,"","1.4L I4, 111 kW electric motor","","","","","","","","",Cadillac,http://www.cadillac.com,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,Hybrid Electric
11131,11,5,231,"",29,"Escalade, 2WD/4WD",2014,"","",10.0,mpg,15.0,mpg,14.0,18.0,Auto,"",6.2L,8,6.2L V8,"","","","","","","","",Cadillac,http://www.cadillac.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11130,11,5,231,"",29,"Escalade ESV, 2WD/4WD",2014,"","",10.0,mpg,15.0,mpg,14.0,18.0,Auto,"",6.2L,8,6.2L V8,"","","","","","","","",Cadillac,http://www.cadillac.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11143,11,5,215,"",27,Caprice Police Patrol Vehicle,2014,"","","",NULL,"",NULL,"","",Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11142,11,5,215,"",27,Caprice Police Patrol Vehicle,2014,"","","",NULL,"",NULL,"","",Auto,"",6.0L,8,6.0L V8,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11144,11,5,215,"",29,"Captiva, FWD/AWD",2014,"","",15.0,mpg,22.0,mpg,20.0,28.0,Auto,"",2.4L,4,2.4L I4,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11145,11,5,215,"",29,"Captiva, FWD/AWD",2014,"","",12.0,mpg,17.0,mpg,17.0,24.0,Auto,"",3.0L,6,3.0L V6,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11085,35,3,215,"",27,Cruze,2014,"","","",NULL,"",NULL,27.0,46.0,Auto,"",2.0L,4,2.0L I4 diesel,"","","","","","","","",Chevrolet,http://www.chevrolet.com,BD,Biodiesel (B20),Sedan/Wagon,Dual/Bi-Fueled
11147,11,5,215,"",29,"Equinox, FWD/AWD",2014,"","",13.0,mpg,22.0,mpg,17.0,24.0,Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11148,11,5,215,"",29,"Equinox, FWD/AWD",2014,"","",15.0,mpg,22.0,mpg,22.0,32.0,Auto,"",2.4L,4,2.4L I4,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11146,11,5,215,"",9,"Express 1500, 2WD/AWD",2014,"","",10.0,mpg,13.0,mpg,13.0,18.0,Auto,"",5.3L,8,5.3L V8,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
11141,11,5,215,"",9,"Express 2500, 2WD",2014,"","",8.0,mpg,11.0,mpg,11.0,16.0,Auto,"",6.0L,8,6.0L V8,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
11087,35,3,215,"",9,"Express 2500/3500, 2WD",2014,"","","",NULL,"",NULL,"","",Auto,"",6.6L,8,6.6L V8 diesel,"","","","","","","","",Chevrolet,http://www.chevrolet.com,BD,Biodiesel (B20),Van,Dual/Bi-Fueled
11100,3,1,215,"",9,"Express 2500/3500, 2WD",2014,"","","",NULL,"",NULL,"","",Auto,"",6.0L,8,6.0L V8,"","","","","","","","",Chevrolet,http://www.chevrolet.com,CNG,CNG - Compressed Natural Gas,Van,Dedicated
11138,11,5,215,"",9,"Express 3500, 2WD",2014,"","",8.0,mpg,11.0,mpg,11.0,16.0,Auto,"",6.0L,8,6.0L V8,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
11246,55,1,215,"",9,"Express, Cutaway 4500",2014,"","","",NULL,"",NULL,"","",Auto,"",6.0L,8,6.0L V8,"","","","","","","","",Chevrolet,http://www.chevrolet.com,LPG,Propane,Van,Dedicated
11134,11,5,215,"",27,Impala,2014,"","",14.0,mpg,20.0,mpg,19.0,29.0,Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11140,11,5,215,"",27,Impala Limited Police,2014,"","","",NULL,"",NULL,"","",Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11133,11,5,215,"",25,"Silverado 1500, 2WD/4WD",2014,"","",12.0,mpg,16.0,mpg,18.0,24.0,Auto,"",4.3L,6,4.3L V6,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11135,11,5,215,"",25,"Silverado 1500, 2WD/4WD",2014,"","",12.0,mpg,17.0,mpg,16.0,23.0,Auto,"",5.3L,8,5.3L V8,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11086,35,3,215,"",25,"Silverado 2500/3500 HD, 2WD/4WD",2014,"","","",NULL,"",NULL,"","",Auto,"",6.6L,8,6.6L V8 diesel,"","","","","","","","",Chevrolet,http://www.chevrolet.com,BD,Biodiesel (B20),Truck,Dual/Bi-Fueled
11096,37,3,215,"",25,Silverado 2500 HD,2014,"","","",NULL,"",NULL,"","",Auto,"",6.0L,8,6.0L V8,"","","","","","","","",Chevrolet,http://www.chevrolet.com,CNG_GSLN,CNG - Bi-fuel,Truck,Dual/Bi-Fueled
11261,41,1,215,"",27,Spark,2014,"","",128.0,mpge,109.0,mpge,"","",Auto,"",104,"",104 kW electric motor,"",20 kWh,"","","","","","",Chevrolet,http://www.chevrolet.com,ELEC,Electric,Sedan/Wagon,Dedicated
11139,11,5,215,"",29,"Suburban, 2WD/4WD",2014,"","",11.0,mpg,16.0,mpg,15.0,21.0,Auto,"",5.3L,8,5.3L V8,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11137,11,5,215,"",29,"Tahoe, 2WD/4WD",2014,"","",11.0,mpg,16.0,mpg,15.0,21.0,Auto,"",5.3L,8,5.3L V8,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11136,11,5,215,"",29,"Tahoe Police, 2WD/4WD",2014,"","","",NULL,"",NULL,"","",Auto,"",5.3L,8,5.3L V8,"","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11276,57,9,215,"",27,Volt,2014,"","",98.0,mpge,"","",35.0,40.0,Auto,"",1.4L,"","1.4L I4, 111 kW electric motor","","","","","","","","",Chevrolet,http://www.chevrolet.com,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,Hybrid Electric
11150,11,5,223,"",27,200,2014,"","",14.0,mpg,21.0,mpg,19.0,29.0,Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Chrysler,http://www.chrysler.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11149,11,5,223,"",27,"300, FWD/AWD",2014,"","",14.0,mpg,23.0,mpg,19.0,31.0,Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Chrysler,http://www.chrysler.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11151,11,5,223,"",9,Town & Country,2014,"","",12.0,mpg,18.0,mpg,17.0,25.0,Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Chrysler,http://www.chrysler.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
11156,11,5,225,"",27,Avenger,2014,"","",14.0,mpg,21.0,mpg,19.0,29.0,Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11157,11,5,225,"",27,"Charger, FWD/AWD",2014,"","",14.0,mpg,23.0,mpg,19.0,31.0,Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11158,11,5,225,"",27,Charger Police Pursuit,2014,"","","",NULL,"",NULL,"","",Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11155,11,5,225,"",29,"Durango, 2WD/AWD",2014,"","",13.0,mpg,18.0,mpg,17.0,24.0,Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11153,11,5,225,"",29,Durango Police Special Service Vehicle,2014,"","","",NULL,"",NULL,"","",Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11152,11,5,225,"",9,Grand Caravan,2014,"","",12.0,mpg,18.0,mpg,17.0,25.0,Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
11154,11,5,225,"",29,"Journey, FWD",2014,"","",12.0,mpg,18.0,mpg,17.0,25.0,Auto,"",3.6L,6,3.6L V6,"","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11262,41,1,379,"",27,500e,2014,"","",122.0,mpge,108.0,mpge,"","",Auto,"",83kW,"",83kW electric motor,"",24 kWh,"","","","","","",Fiat,http://www.fiatusa.com/,ELEC,Electric,Sedan/Wagon,Dedicated
11278,57,9,219,"",27,C-MAX Energi,2014,"","",100.0,mpge,"","",44.0,41.0,ECVT,"",2.0L,"","2.0L I4, 68 kW electric motor","","","","","","","","",Ford,http://www.fordvehicles.com,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,Hybrid Electric
11217,45,9,219,"",27,C-MAX Hybrid,2014,"","","",NULL,"",NULL,"","",ECVT,"",2.0L,4,2.0L I4,"","","","","","","","",Ford,http://www.fordvehicles.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11172,11,5,219,"",9,E-150/250/350,2014,"","",10.0,mpg,12.0,mpg,13.0,16.0,Auto,"",5.4L,8,5.4L V8,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
11170,11,5,219,"",9,E-150/250/350,2014,"","",10.0,mpg,12.0,mpg,13.0,16.0,Auto,"",4.6L,8,4.6L V8,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
11255,39,3,219,"",9,E150/250/350,2014,"","","",NULL,"",NULL,"","",Auto,"",5.4L,8,5.4L V8,"","","","","","",LPG/CNG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,LPG_GSLN,Propane - Bi-fuel,Van,Dual/Bi-Fueled
11254,39,3,219,"",9,E150/250/350,2014,"","","",NULL,"",NULL,"","",Auto,"",6.8L,10,6.8L V10,"","","","","","",LPG/CNG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,LPG_GSLN,Propane - Bi-fuel,Van,Dual/Bi-Fueled
11114,37,3,219,"",9,E150/250/350,2014,"","","",NULL,"",NULL,"","",Auto,"",5.4L,8,5.4L V8,"","","","","","",CNG/LPG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,CNG_GSLN,CNG - Bi-fuel,Van,Dual/Bi-Fueled
11113,37,3,219,"",9,E150/250/350,2014,"","","",NULL,"",NULL,"","",Auto,"",6.8L,10,6.8L V10,"","","","","","",CNG/LPG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,CNG_GSLN,CNG - Bi-fuel,Van,Dual/Bi-Fueled
11112,37,3,219,"",25,E-350/450 Cutaway,2014,"","","",NULL,"",NULL,"","",Auto,"",5.4L,8,5.4L V8,"","","","","","",CNG/LPG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,CNG_GSLN,CNG - Bi-fuel,Truck,Dual/Bi-Fueled
11171,11,5,219,"",25,E-350/450 Cutaway,2014,"","",9.0,mpg,12.0,mpg,12.0,16.0,Auto,"",5.4L,8,5.4L V8,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11256,39,3,219,"",25,E-350/450 Cutaway,2014,"","","",NULL,"",NULL,"","",Auto,"",5.4L,8,5.4L V8,"","","","","","",LPG/CNG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,LPG_GSLN,Propane - Bi-fuel,Truck,Dual/Bi-Fueled
11110,37,3,219,"",25,E-350/450 Cutaway,2014,"","","",NULL,"",NULL,"","",Auto,"",6.8L,10,6.8L V10,"","","","","","",CNG/LPG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,CNG_GSLN,CNG - Bi-fuel,Truck,Dual/Bi-Fueled
11257,39,3,219,"",25,E-350/450 Cutaway,2014,"","","",NULL,"",NULL,"","",Auto,"",6.8L,10,6.8L V10,"","","","","","",LPG/CNG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,LPG_GSLN,Propane - Bi-fuel,Truck,Dual/Bi-Fueled
11173,11,5,219,"",29,"Expedition, 2WD/AWD",2014,"","",10.0,mpg,14.0,mpg,14.0,20.0,Auto,"",5.4L,8,5.4L V8,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11174,11,5,219,"",29,"Explorer, 2WD/AWD",2014,"","",13.0,mpg,18.0,mpg,17.0,24.0,Auto,"",3.5L,6,3.5L V6,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11169,11,5,219,"",25,F-150,2014,"","",12.0,mpg,17.0,mpg,17.0,23.0,Auto,"",5.0L,8,5.0L V8,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11115,37,3,219,"",25,F-150,2014,"","","",NULL,"",NULL,"","",Auto,"",3.7L,6,3.7L V6,"","","","","","",CNG/LPG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,CNG_GSLN,CNG - Bi-fuel,Truck,Dual/Bi-Fueled
11258,39,3,219,"",25,F-150,2014,"","","",NULL,"",NULL,"","",Auto,"",3.7L,6,3.7L V6,"","","","","","",LPG/CNG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,LPG_GSLN,Propane - Bi-fuel,Truck,Dual/Bi-Fueled
11168,11,5,219,"",25,F-150,2014,"","",12.0,mpg,17.0,mpg,17.0,23.0,Auto,"",3.7L,6,3.7L V6,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11263,41,1,219,"",27,Focus,2014,"","",110.0,mpge,99.0,mpge,"","",Auto,"",107,"",107 kW electric motor,"",23 kWh,"","","","","","",Ford,http://www.fordvehicles.com,ELEC,Electric,Sedan/Wagon,Dedicated
11167,11,5,219,"",27,Focus,2014,"","",20.0,mpg,28.0,mpg,26.0,37.0,Auto,"",2.0L,4,2.0L I4,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11277,57,9,219,"",27,Fusion Energi,2014,"","",100.0,mpge,"","",44.0,41.0,ECVT,"",2.0L,"","2.0L I4, 68 kW electric motor","","","","","","","","",Ford,http://www.fordvehicles.com,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,Hybrid Electric
11216,45,9,219,"",27,Fusion Hybrid,2014,"","","",NULL,"",NULL,47.0,47.0,ECVT,"",2.0L,4,2.0L I4,"","","","","","","","",Ford,http://www.fordvehicles.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11159,11,5,219,"",27,Police Interceptor,2014,"","","",NULL,"",NULL,"","",Auto,"",3.7L,6,3.7L V6,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11161,11,5,219,"",27,Police Interceptor,2014,"","","",NULL,"",NULL,"","",Auto,"",3.5L,6,3.5L V6,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11160,11,5,219,"",29,Police Interceptor Utility,2014,"","","",NULL,"",NULL,"","",Auto,"",3.7L,6,3.7L V6,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11163,11,5,219,"",25,"Super Duty, F-250/350",2014,"","","",NULL,"",NULL,"","",Auto,"",6.2L,8,6.2L V8,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11111,37,3,219,"",25,"Super Duty, F-250/350/450",2014,"","","",NULL,"",NULL,"","",Auto,"",6.2L,8,6.2L V8,"","","","","","",CNG/LPG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,CNG_GSLN,CNG - Bi-fuel,Truck,Dual/Bi-Fueled
11090,35,3,219,"",25,"Super Duty, F-250/350/450",2014,"","","",NULL,"",NULL,"","",Auto,"",6.7L,8,6.7L V8 diesel,"","","","","","","","",Ford,http://www.fordvehicles.com,BD,Biodiesel (B20),Truck,Dual/Bi-Fueled
11259,39,3,219,"",25,"Super Duty, F-250/350/450",2014,"","","",NULL,"",NULL,"","",Auto,"",6.2L,8,6.2L V8,"","","","","","",LPG/CNG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,LPG_GSLN,Propane - Bi-fuel,Truck,Dual/Bi-Fueled
11162,11,5,219,"",25,"Super Duty, F-350",2014,"","","",NULL,"",NULL,"","",Auto,"",6.2L,8,6.2L V8,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11248,39,3,219,"",25,"Super Duty, F-350/450/550",2014,"","","",NULL,"",NULL,"","",Auto,"",6.8L,10,6.8L V10,"","","","","","",LPG/CNG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,LPG_GSLN,Propane - Bi-fuel,Truck,Dual/Bi-Fueled
11109,37,3,219,"",25,"Super Duty, F-350/450/550",2014,"","","",NULL,"",NULL,"","",Auto,"",6.2L,8,6.2L V8,"","","","","","",CNG/LPG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,CNG_GSLN,CNG - Bi-fuel,Truck,Dual/Bi-Fueled
11105,37,3,219,"",25,"Super Duty, F-350/450/550",2014,"","","",NULL,"",NULL,"","",Auto,"",6.8L,10,6.8L V10,"","","","","","",CNG/LPG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,CNG_GSLN,CNG - Bi-fuel,Truck,Dual/Bi-Fueled
11249,39,3,219,"",25,"Super Duty, F-350/450/550",2014,"","","",NULL,"",NULL,"","",Auto,"",6.2L,8,6.2L V8,"","","","","","",LPG/CNG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,LPG_GSLN,Propane - Bi-fuel,Truck,Dual/Bi-Fueled
11088,35,3,219,"",25,"Super Duty, F-650/750",2014,"","","",NULL,"",NULL,"","",Auto,"",6.7L,6,6.7L I6 diesel,"","","","","","","","",Ford,http://www.fordvehicles.com,BD,Biodiesel (B20),Truck,Dual/Bi-Fueled
11253,39,3,219,"",25,"Super Duty, F-650/750",2014,"","","",NULL,"",NULL,"","",Auto,"",6.8L,10,6.8L V10,"","","","","","",LPG/CNG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,LPG_GSLN,Propane - Bi-fuel,Truck,Dual/Bi-Fueled
11104,37,3,219,"",25,"Super Duty, F-650/750",2014,"","","",NULL,"",NULL,"","",Auto,"",6.8L,10,6.8L V10,"","","","","","",CNG/LPG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,CNG_GSLN,CNG - Bi-fuel,Truck,Dual/Bi-Fueled
11164,11,5,219,"",27,"Taurus, FWD/AWD",2014,"","",13.0,mpg,21.0,mpg,19.0,29.0,Auto,"",3.5L,6,3.5L V6,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11089,35,3,219,"",9,Transit,2014,"","","",NULL,"",NULL,"","",Auto,"",3.2L,5,3.2L I5 diesel,"","","","","","","","",Ford,http://www.fordvehicles.com,BD,Biodiesel (B20),Van,Dual/Bi-Fueled
11107,37,3,219,"",9,Transit 150/250/350,2014,"","","",NULL,"",NULL,"","",Auto,"",3.7L,6,3.7L V6,"","","","","","",CNG/LPG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,CNG_GSLN,CNG - Bi-fuel,Van,Dual/Bi-Fueled
11250,39,3,219,"",9,Transit 150/250/350,2014,"","","",NULL,"",NULL,"","",Auto,"",3.7L,6,3.7L V6,"","","","","","",LPG/CNG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,LPG_GSLN,Propane - Bi-fuel,Van,Dual/Bi-Fueled
11165,11,5,219,"",9,"Transit, 150/250/350",2014,"","","",NULL,"",NULL,"","",Auto,"",3.7L,6,3.7L V6,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
11108,37,3,219,"",25,Transit 250/350,2014,"","","",NULL,"",NULL,"","",Auto,"",3.7L,6,3.7L V6,"","","","","","",CNG/LPG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,CNG_GSLN,CNG - Bi-fuel,Truck,Dual/Bi-Fueled
11251,39,3,219,"",25,Transit 250/350,2014,"","","",NULL,"",NULL,"","",Auto,"",3.7L,6,3.7L V6,"","","","","","",LPG/CNG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,LPG_GSLN,Propane - Bi-fuel,Truck,Dual/Bi-Fueled
11166,11,5,219,"",25,"Transit, 250/350",2014,"","","",NULL,"",NULL,"","",Auto,"",3.7L,6,3.7L V6,"","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
